Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1710962919.7811213,-0.9552662372589111,-0.8634015321731567,42772.6875,0.0,0.0,-0.6834636926651001
1710962919.7889206,-0.8600245118141174,-0.8455057144165039,42717.08984375,0.0,0.0,-0.5577026605606079
1710962919.7977457,-0.9710721969604492,-0.7699460983276367,42427.359375,0.0,0.0,-0.4899420440196991
1710962919.8083494,-0.9703342318534851,-0.8283956050872803,42426.43359375,0.0,0.0,-0.6674796938896179
1710962919.819454,-1.0158615112304688,-0.7124980092048645,42202.75390625,0.0,0.0,-1.1764850616455078
1710962919.8292053,-1.049157738685608,-0.5998455882072449,42182.99609375,0.0,0.0,-1.379075288772583
1710962919.838141,-1.2648671865463257,-0.29295533895492554,42497.34375,0.0,0.0,-1.3604551553726196
1710962919.849389,-1.0498275756835938,-0.37729814648628235,42386.44921875,0.0,0.0,-1.2698055505752563
1710962919.8588455,-0.7066118121147156,-0.6437615156173706,42556.2421875,0.0,0.0,-0.8011831045150757
1710962919.8688228,-1.110275387763977,-0.5056928992271423,42538.77734375,0.0,0.0,-0.9543643593788147
1710962919.8797407,-1.2401509284973145,-0.4859856069087982,42374.05859375,0.0,0.0,-1.131670355796814
1710962919.888629,-1.0752997398376465,-0.8947681188583374,42761.8203125,0.0,0.0,-0.8694101572036743
1710962919.8987343,-1.086432933807373,-1.1444368362426758,42622.17578125,0.0,0.0,-0.8226958513259888
1710962919.9091468,-1.1299633979797363,-0.7020485997200012,42667.57421875,0.0,0.0,-0.909959614276886
1710962919.9183483,-1.1643480062484741,-0.21897664666175842,42716.3984375,0.0,0.0,-0.9615911841392517
1710962919.928156,-1.2035106420516968,-0.7473357915878296,42208.35546875,0.0,0.0,-0.9146115779876709
1710962919.938048,-1.1111226081848145,-0.8208556771278381,42069.1484375,0.0,0.0,-0.8591257929801941
1710962919.9483464,-1.1515772342681885,-0.8029648661613464,42081.3515625,0.0,0.0,-0.8857061266899109
1710962919.9584475,-1.0436421632766724,-0.5455579161643982,42312.37109375,0.0,0.0,-0.763069212436676
1710962919.9688778,-1.0004470348358154,-0.6535943746566772,42231.359375,0.0,0.0,-0.8916999697685242
1710962919.9797535,-1.1412323713302612,-0.6858795285224915,42119.578125,0.0,0.0,-0.8926360607147217
1710962919.9881492,-1.2884937524795532,-0.5358175039291382,42099.25,0.0,0.0,-1.0387225151062012
1710962919.997877,-1.220370888710022,-1.1122747659683228,42331.9296875,0.0,0.0,-0.6983078122138977
1710962920.008753,-1.2375746965408325,-1.0238686800003052,42199.62109375,0.0,0.0,-0.9090809226036072
1710962920.018577,-1.1478880643844604,-0.8775423765182495,42150.8984375,0.0,0.0,-0.9934320449829102
1710962920.0287595,-0.9894508123397827,-0.7334738969802856,42334.5859375,0.0,0.0,-0.4949808418750763
1710962920.039466,-0.9670832753181458,-0.493267297744751,42318.30859375,0.0,0.0,-0.22034113109111786
1710962920.0483763,-1.0578500032424927,-0.5257279872894287,42187.7890625,0.0,0.0,-0.20223091542720795
1710962920.059089,-1.2898343801498413,-0.3886072635650635,41812.72265625,0.0,0.0,-0.5809025168418884
1710962920.0689824,-1.322633981704712,-0.5808920860290527,41909.87890625,0.0,0.0,-0.7143252491950989
1710962920.0797176,-1.207843542098999,-0.6947181224822998,41965.00390625,0.0,0.0,-0.6604786515235901
1710962920.088505,-1.204801321029663,-0.691352903842926,42168.8125,0.0,0.0,-0.5469023585319519
1710962920.0983772,-1.3775299787521362,-0.8506742715835571,42043.28125,0.0,0.0,-0.5534442663192749
1710962920.1087177,-1.0366522073745728,-1.0626246929168701,42195.03515625,0.0,0.0,-0.6065562963485718
1710962920.119029,-1.035012125968933,-0.9136521220207214,42127.9765625,0.0,0.0,-0.5919479131698608
1710962920.127427,-1.285158634185791,-0.6841726899147034,42138.47265625,0.0,0.0,-0.5010272860527039
1710962920.1377103,-1.1358221769332886,-0.6129277944564819,42198.1015625,0.0,0.0,-0.5315793752670288
1710962920.1476917,-1.1771668195724487,-0.8634734749794006,41913.63671875,0.0,0.0,-0.48628270626068115
1710962920.158711,-1.056921362876892,-0.5485824942588806,41812.69140625,0.0,0.0,-0.6532110571861267
1710962920.1684444,-1.0616428852081299,-0.5416711568832397,41870.6484375,0.0,0.0,-0.6762392520904541
1710962920.1788464,-1.3668204545974731,-0.6731157302856445,41732.85546875,0.0,0.0,-0.9754577279090881
1710962920.1891327,-1.3805290460586548,-0.6738996505737305,41884.9765625,0.0,0.0,-1.0774214267730713
1710962920.1979127,-1.3071905374526978,-0.7054964900016785,42017.63671875,0.0,0.0,-0.9472563862800598
1710962920.2090194,-1.0771512985229492,-0.6183227896690369,42076.2890625,0.0,0.0,-0.932542085647583
1710962920.2188718,-1.128806233406067,-0.9778860211372375,42038.84765625,0.0,0.0,-0.6320067644119263
1710962920.2287242,-1.269815444946289,-0.4673442840576172,41734.30078125,0.0,0.0,-0.8845880627632141
1710962920.2381752,-1.2663155794143677,-0.5831755995750427,41757.41015625,0.0,0.0,-0.845596194267273
1710962920.2475874,-1.1050726175308228,-0.6999562978744507,41892.1640625,0.0,0.0,-0.975031852722168
1710962920.2582085,-1.0896800756454468,-0.5841226577758789,41895.44140625,0.0,0.0,-0.842208981513977
1710962920.2674263,-1.1734753847122192,-0.560631513595581,41939.4140625,0.0,0.0,-0.8512676358222961
1710962920.2794333,-1.2704380750656128,-0.6719992160797119,42072.8828125,0.0,0.0,-0.8560934066772461
1710962920.2946446,-1.1774355173110962,-0.8285138607025146,42022.29296875,0.0,0.0,-0.7457650899887085
1710962920.2998426,-1.1210805177688599,-0.5745183825492859,42037.0703125,0.0,0.0,-0.7857422232627869
1710962920.3093224,-1.2562525272369385,-0.41480371356010437,41824.10546875,0.0,0.0,-0.8367399573326111
1710962920.3176057,-1.206675410270691,-0.36415278911590576,41707.36328125,0.0,0.0,-0.8664486408233643
1710962920.3276556,-1.1355284452438354,-0.40162578225135803,41969.9765625,0.0,0.0,-1.0131490230560303
1710962920.338561,-1.1882232427597046,-0.4549589455127716,41892.140625,0.0,0.0,-1.0559250116348267
1710962920.3471951,-1.2632086277008057,-0.48734018206596375,41903.73046875,0.0,0.0,-0.9403333067893982
1710962920.3581011,-1.3411240577697754,-0.3090505003929138,41732.59765625,0.0,0.0,-0.9184826612472534
1710962920.3674543,-1.1888762712478638,-0.40570616722106934,41721.484375,0.0,0.0,-1.0214343070983887
1710962920.3779423,-1.0465022325515747,-0.5207037925720215,41694.3125,0.0,0.0,-1.2812234163284302
1710962920.3878021,-1.0711122751235962,-0.4524085819721222,41819.70703125,0.0,0.0,-1.3214282989501953
1710962920.3979259,-1.1783852577209473,-0.36504653096199036,41905.203125,0.0,0.0,-1.3092139959335327
1710962920.407864,-1.217910647392273,-0.318515807390213,41935.29296875,0.0,0.0,-1.2507928609848022
1710962920.4173765,-1.3121896982192993,-0.36335939168930054,42107.265625,0.0,0.0,-1.2582249641418457
1710962920.4289443,-1.3451814651489258,-0.4056815505027771,42074.9921875,0.0,0.0,-1.290993094444275
1710962920.439899,-1.3189640045166016,-0.3831077814102173,41972.04296875,0.0,0.0,-1.3115206956863403
1710962920.4481418,-1.2579799890518188,-0.39052313566207886,41798.60546875,0.0,0.0,-1.230353832244873
1710962920.458469,-1.1204659938812256,0.09567618370056152,41840.37890625,0.0,0.0,-1.057971715927124
1710962920.4716272,-1.0589964389801025,-0.6794058084487915,41920.4609375,0.0,0.0,-1.1994837522506714
1710962920.4817133,-1.1033729314804077,-0.24800153076648712,41897.84765625,0.0,0.0,-1.1064376831054688
1710962920.4889505,-1.1795564889907837,-0.15334703028202057,41705.94140625,0.0,0.0,-1.0903350114822388
1710962920.4975283,-0.9836257696151733,-0.3262639343738556,41987.140625,0.0,0.0,-0.9277421832084656
1710962920.5097775,-1.2955043315887451,-0.3731779456138611,41786.4296875,0.0,0.0,-1.270529866218567
1710962920.5177712,-1.357370376586914,-0.060858193784952164,41763.22265625,0.0,0.0,-1.5924872159957886
1710962920.5277002,-1.2388513088226318,-0.142913818359375,41729.359375,0.0,0.0,-1.6276763677597046
1710962920.5386915,-1.185810923576355,-0.24244412779808044,41842.4453125,0.0,0.0,-1.5842840671539307
1710962920.5474908,-1.260520339012146,-0.44918254017829895,41998.109375,0.0,0.0,-1.6985584497451782
