Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1710962919.7791743,79631,1710962919,778437622,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054310921857989546,-0.0315118785654978,0.017481634379606623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12545639723539354,-0.08306244836188853,9.917339676618576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.790112,79632,1710962919,789348261,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01586925678713177,-0.0628596689571439,0.019079408278572667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02790902297711,-0.2488230361416936,9.864913541078568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.7992365,79633,1710962919,798485054,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021258955179227356,-0.06389974155373913,0.018065122571469975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11339484301395715,-0.3393018278852105,9.998821796178818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8095212,79634,1710962919,808780813,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014897198828063648,-0.06367535358714314,0.013875076561393937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20079141207039358,-0.15755914606153965,9.923261736631394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.819121,79635,1710962919,818387004,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03713994938072987,-0.0840398182348685,0.017536112668655558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13696478658355773,-0.2144936858676374,10.00205062866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8301878,79636,1710962919,829464424,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08701387009270087,-0.08341470774799965,0.019344906713902155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07515626362524927,-0.2349653908610344,9.861657811403274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.838786,79637,1710962919,838098109,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10958552520118107,-0.07223642196752832,0.024596639577592394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17001905098557474,-0.17305854331701995,9.941682804822923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8497062,79638,1710962919,848967028,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219212956928065,-0.06924158913081493,0.023454205887786454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2160647230781615,-0.10784106622450054,9.826174567937851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8603904,79639,1710962919,859575574,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360158427354555,-0.06751987629202472,0.02664309578299335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004070841530046891,-0.09491222374141217,9.957534606456758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.869022,79640,1710962919,868222102,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1480668131156322,-0.04619627001651811,0.025637931402624173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15988301228731872,-0.035193879380822184,9.822444044351577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8799455,79641,1710962919,879115008,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356650544856216,-0.05514055479419807,0.03852384439643273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12732452781870962,-0.06648143041413278,9.806501026153565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.890637,79642,1710962919,889854416,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09915109360268248,-0.03183088989398107,0.04145427034665824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04844818793702871,-0.10772462440654636,9.88945898294449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.8992531,79643,1710962919,898475764,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04462234181228127,0.001476674060512962,0.035758230666980306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720633837580681,-0.16769977116957308,9.937186295986177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9100902,79644,1710962919,909282344,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045843332512460755,-0.030580194544674203,0.04943439094118864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06940490576438606,-0.16617339206859472,10.031651573181152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9196348,79645,1710962919,918754384,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03597733808447737,-0.002707061636173513,0.025002894398910975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005560071111540311,0.07284529325086624,10.032893521785736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.931543,79646,1710962919,930846974,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04439865708666064,-0.06482673799492526,0.04548831857499098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11372171150520445,-0.13186415073461832,9.923830085992813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9393837,79647,1710962919,938696683,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053688578561940856,-0.029403599572104182,0.030701905167680024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731096387840808,-0.10455611874349416,9.992153631448746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9503086,79648,1710962919,949502671,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03579238154677136,-0.0487264228549047,0.04575890406412144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14313154343515636,-0.2516189736686647,9.945643708705903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9591591,79649,1710962919,958424245,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01346502361463009,-0.06077823379530044,0.055334416276799026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303089192789048,-0.20399197692051532,9.956714826822282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.9698498,79650,1710962919,969175090,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002589193611322564,-0.037279561439688066,0.0486736506534291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16752778993919493,-0.0951676465664059,9.765865800976753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.980184,79651,1710962919,979432925,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01938050568753595,-0.027593569653664222,0.043326668168876495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452116292901338,-0.1248841101396829,9.908412147760393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962919.990881,79652,1710962919,990136383,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404953991961752,0.0014157525600942856,0.04986685917389309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06660892255604267,-0.211500313449651,9.894328544139862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0000026,79653,1710962919,999234774,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05466894225465867,0.02452659427973411,0.05805867610794956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04974117177072913,-0.1317499838490039,9.896825305223466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0087047,79654,1710962920,7983001,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019096962255226575,0.04272704912706675,0.05080814929999239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05979396530427039,-0.16199431395158173,9.839238417148591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0206945,79655,1710962920,19876083,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007846523534565499,0.059295123545424516,0.056010401462866795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909949321486056,-0.04072016968857497,9.815111635923387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0299246,79656,1710962920,29222762,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02797503210970985,0.07437022153430546,0.041345609212993795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24151392521336676,-0.3044325237907469,9.689271368980409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0387526,79657,1710962920,37806784,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05500947317310654,0.04354991596963079,0.040132967938950645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20590231709182263,-0.23302278136834503,9.764131516814233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0498133,79658,1710962920,48949121,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10988337480197123,0.03954741787783708,0.03006360787222608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15812935922294855,-0.08456569441594183,9.725715894699098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0584145,79659,1710962920,57672555,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1451136337828433,0.02980386644215929,0.032016770215690195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376794990617782,-0.12961038714274764,9.948902946710588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0699897,79660,1710962920,69280880,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13232822183067164,0.052563684284626606,-0.01027560108720518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1940232599526644,-0.07198485719505698,9.7572405731678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962920.0785885,79661,1710962920,77865810,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10546206133924892,-0.01762568642744469,-0.010156814739911937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08548124961555005,-0.05440552767366171,9.71932021021843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
