Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1710962966.1810098,1,1710962966,180382728,base_link,-1.2864901439195557,1.1867752620165732,0.8530002413821408,-0.005270926024722913,0.1321213151409259,-0.0007025707480532023,0.9912192904794671
1710962966.3324723,2,1710962966,332070112,base_link,-1.1321242910678255,1.19036991916435,0.8503670966404443,-0.002689086931964712,0.15281223807671862,-0.0004158105450527426,0.9882514942093674
1710962966.4032605,3,1710962966,403010129,base_link,-1.0634978620963387,1.1919679959337357,0.8491964794524497,-0.0018658080405846095,0.159669724417172,-0.0003017853595612343,0.9871686820348875
1710962966.4523911,4,1710962966,452265262,base_link,-1.011896726563981,1.193169611363885,0.8483162766343879,-0.0012150464139424877,0.15904765707037122,-0.00019574205443816543,0.9872701393882455
1710962966.5365248,5,1710962966,536337852,base_link,-0.9303052499355182,1.1950696001194414,0.8469245040131602,0.0005847326186083908,0.14633699340812426,8.64992101536387e-05,0.9892346207881738
1710962966.5810292,6,1710962966,580848693,base_link,-0.8860519757918123,1.1961001087797083,0.8461696396829882,-0.0009801806537709549,0.13635950070361758,-0.00013491721625200382,0.9906589259735618
1710962966.6221702,7,1710962966,621894598,base_link,-0.8422746244115673,1.197119534813009,0.8454228935570622,0.0001368753090228967,0.12357745232686708,1.7045355985895205e-05,0.9923349204028882
1710962966.6655445,8,1710962966,665308713,base_link,-0.7988278223473168,1.1981312634738697,0.8446817858814619,-0.0010776838835967176,0.11103296129875216,-0.00012040298904701778,0.9938161326954786
1710962966.7056472,9,1710962966,705558300,base_link,-0.7586002373796581,1.1990680274872212,0.8439955910276655,-0.0008677502627754503,0.10180875922489306,-8.880604873740345e-05,0.9948036065817488
1710962966.766901,10,1710962966,766546726,base_link,-0.7001343142434885,1.200429500537253,0.8429982899067867,8.604390239339742e-05,0.08590230781599381,7.41879290304717e-06,0.9963035611967342
1710962966.8270016,11,1710962966,826710939,base_link,-0.6374811202350413,1.2018884809238661,0.841929563078242,0.001001303921729027,0.06604791573604306,6.627879338837551e-05,0.9978159478703988
1710962966.8702621,12,1710962966,870020151,base_link,-0.5945600501871587,1.2028879670691994,0.8411974232440966,0.0016289819624224252,0.05251289770606805,8.566086821547089e-05,0.9986189136274627
1710962966.9110775,13,1710962966,910790920,base_link,-0.5534878620228333,1.203844399026347,0.8404968213020418,0.0008943714763528867,0.03519792736835555,3.14995532390555e-05,0.9993799602835812
1710962966.9508314,14,1710962966,950599670,base_link,-0.513656601973598,1.20477193397657,0.8398173868868767,-0.00021908071474124782,0.02967088829619379,-6.503182777749367e-06,0.9995596982417128
1710962966.9951835,15,1710962966,995025157,base_link,-0.47171049682270516,1.2057487164962561,0.839101877827248,0.0005896792452783303,0.022224235746519664,1.3108410473576855e-05,0.9997528371812907
1710962967.0624733,16,1710962967,62363624,base_link,-0.4019167800626565,1.2073739754391286,0.8379113492557076,-0.0016291236001582427,0.006566379722753526,-1.0697689001380258e-05,0.9999771139877109
1710962967.145267,17,1710962967,145163297,base_link,-0.31923046446845793,1.2092994592808142,0.8365009010698238,-0.0005964772140873856,-0.012802320582611095,7.636919742829404e-06,0.9999178689994046
1710962967.1901267,18,1710962967,190006494,base_link,-0.27445455601809243,1.210342138321456,0.8357371217383676,-0.002230221355502214,-0.009385631620740605,2.0933010157198448e-05,0.9999534667141239
1710962967.2353137,19,1710962967,235216617,base_link,-0.2293330835058378,1.2113928643770442,0.8349674478377714,-0.002233387138300977,-0.026936219521283618,6.018099290880515e-05,0.999634657481442
1710962967.2811537,20,1710962967,280878782,base_link,-0.1837182904768242,1.2124550781942645,0.8341893589652065,-0.003671753532406638,-0.02473220724914247,9.083896876506322e-05,0.9996873650791354
1710962967.3621147,21,1710962967,361771345,base_link,-0.1027288090987355,1.2143410485222366,0.8328078550698581,-0.006136481957532669,-0.036047137813683267,0.00022135064445998206,0.9993312255946566
1710962967.420007,22,1710962967,419673442,base_link,-0.04489633811016991,1.2156877706202405,0.8318213592609105,-0.008554327245327726,-0.041316456813923395,0.0003537495316981696,0.999109427812085
1710962967.501787,23,1710962967,501497507,base_link,0.0369522844090826,1.2175937474314276,0.8304252002916811,-0.00978651054021694,-0.04470667574692479,0.0004379813036251134,0.998952123741415
1710962967.5459836,24,1710962967,545722484,base_link,0.08108330147663922,1.2186214091390524,0.829672421400557,-0.0121347079657504,-0.04336456676783107,0.0005267507538879658,0.9989854782454385
1710962967.6060445,25,1710962967,605943918,base_link,0.14125606765993104,1.2200226287745246,0.8286460052603174,-0.012670845264464105,-0.052546495159340394,0.0006667834357217339,0.9985378665461833
1710962967.6684942,26,1710962967,668151617,base_link,0.2030849150342271,1.2214624129239782,0.8275913399872589,-0.01342249515185417,-0.06769513149704785,0.0009108095410127004,0.9976153448205756
1710962967.7154286,27,1710962967,714769840,base_link,0.2500364412725482,1.222555754723824,0.8267904493618703,-0.014876948264663669,-0.05093240196402498,0.0007587878388750413,0.9985910029043527
1710962967.7930264,28,1710962967,792909622,base_link,0.3280226226179155,1.2243717883803749,0.8254601752141817,-0.016326348726987194,-0.0449367848689741,0.0007344937756206131,0.9988561439075088
1710962967.8376648,29,1710962967,837558269,base_link,0.36830214916939435,1.2139148756921712,0.825,0.06916811536488686,-0.07017622914243654,-0.004877752460880833,0.9951217393922959
1710962967.8907404,30,1710962967,890267610,base_link,0.40587046595511084,1.1826079450374074,0.825,0.07353324095273325,-0.06740567227487289,-0.004981466065808906,0.9949997602090138
1710962967.969273,31,1710962967,968721866,base_link,0.46675867052390985,1.1318677745634083,0.825,0.077836590767537,-0.06361760141120704,-0.004977051402023931,0.994921853658725
1710962968.0305219,32,1710962968,30256986,base_link,0.5166958454138694,1.0902534621551085,0.825,0.0735820183504391,-0.05697544220554347,-0.004210678494339135,0.9956514228120079
1710962968.0783153,33,1710962968,78001737,base_link,0.5529485356285557,1.0600428869762033,0.825,0.07145023345822268,-0.051413046642707794,-0.003687814544072996,0.9961114208749786
1710962968.1791313,34,1710962968,178972244,base_link,0.6284983739160882,0.9970846884032596,0.825,0.061590010605831504,-0.04596444203280637,-0.002839359080113433,0.9970385542706965
1710962968.2781343,35,1710962968,277895689,base_link,0.7048092337133854,0.9334923052388452,0.825,0.046620675765167874,-0.04128398840004771,-0.001928433755557085,0.9980573260270346
1710962968.3534553,36,1710962968,353042602,base_link,0.7643788824834155,0.8838509312638201,0.825,0.034950409201500394,-0.03574908559811433,-0.0012510105967466093,0.9987486704612093
1710962968.4000273,37,1710962968,399744987,base_link,0.8005070255913684,0.8537441453405259,0.825,0.0305464420850194,-0.029591066499970467,-0.0009047207315660604,0.9990948228970755
1710962968.448299,38,1710962968,447998523,base_link,0.8369760261764154,0.8233533115196535,0.825,0.025714297665451483,-0.02743003902121597,-0.0007058434422520417,0.9992926846724649
1710962968.4951596,39,1710962968,494819164,base_link,0.8735673767553356,0.7928605193705534,0.825,0.01888743759274037,-0.020861147952944727,-0.00039416976763121623,0.999603882464179
1710962968.5410647,40,1710962968,540928363,base_link,0.908956842837662,0.7633692976352813,0.825,0.01452698497135189,-0.01587560200014963,-0.00023067805380685982,0.9997684125618345
1710962968.5870242,41,1710962968,586740016,base_link,0.9440393353788745,0.734133887184271,0.825,0.011867396797739824,-0.010513120380484093,-0.00012477905537674845,0.9998743039118956
1710962968.6864073,42,1710962968,685853004,base_link,1.0182794086237401,0.6722671594802163,0.825,-0.002603409361804854,-0.011548847145611644,3.0068483967665074e-05,0.9999299202870112
1710962968.733944,43,1710962968,733533143,base_link,1.0569241463113306,0.6400632114072241,0.825,-0.006905095443416183,-0.010353875387834766,7.150003523221994e-05,0.9999225529055316
1710962968.832244,44,1710962968,831704139,base_link,1.1302759022439595,0.5789367481300334,0.825,-0.017101630735165678,-0.007890599406706021,0.00013496605876035195,0.9998226114923406
1710962968.9249208,45,1710962968,924596786,base_link,1.203788470705268,0.5176762744122763,0.825,-0.02276437924993783,-0.007608307535559348,0.000173248312442802,0.9997118918362587
1710962968.9997766,46,1710962968,999422311,base_link,1.2601282233205227,0.4749999999999999,0.825,-0.10221735118609242,0.026041375134106454,-0.00267682357983741,0.9944175654689262
1710962969.0659287,47,1710962969,65786838,base_link,1.3292667503205229,0.4749999999999999,0.825,-0.10855134837426068,0.027748124125848556,-0.003031196228882745,0.993698877036222
1710962969.111276,48,1710962969,111051559,base_link,1.3745238423205228,0.4749999999999999,0.825,-0.10832142970029096,0.031014937765894306,-0.003381132922773184,0.9936262423281811
1710962969.1581206,49,1710962969,157881259,base_link,1.420816147320523,0.4749999999999999,0.825,-0.1078482064025747,0.03443258950696824,-0.003737548314065132,0.9935638841504819
1710962969.2052302,50,1710962969,205072879,base_link,1.468677961320523,0.4749999999999999,0.825,-0.10310670501430201,0.03838004054875556,-0.0039814403442311125,0.993921590469467
1710962969.2544882,51,1710962969,254327774,base_link,1.5179247493205226,0.4749999999999999,0.825,-0.10293148703472954,0.031637151543975124,-0.0032755232613056297,0.994179797906982
1710962969.3167884,52,1710962969,316533088,base_link,1.5802600023205227,0.4749999999999999,0.825,-0.09473547736029946,0.03242670700926805,-0.003087491411332227,0.9949694293789313
