Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1710962965.4246538,84153,1710962965,424077480,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02148189791279819,0.0643759064342669,-0.007564398027477133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061675443984568125,0.06137417533434928,9.796313422322275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.4356487,84154,1710962965,434989786,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011252524516749202,0.0510919923379244,-0.006259094872107379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05557868469972164,-0.18625254789367318,9.89098042845726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.4459906,84155,1710962965,445222191,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04912469443473684,0.046530234578403246,-0.01205397891997063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24350936064496637,-0.15832577085122468,9.852970018386841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.456481,84156,1710962965,455900609,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05044499815703567,0.01165863473674297,-0.0017924010403804003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20476441238075496,-0.4449863404780626,9.780251705646515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.465112,84157,1710962965,464379599,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08167071174102605,0.019002445003663982,-0.012390503653513069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10908542680554092,-0.2653636032342911,9.854630627632142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.4756165,84158,1710962965,475044936,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09791708462208064,0.027887283032386335,-0.011143867544273971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04717943350318819,-0.09764756035991014,9.991712751388551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.4851725,84159,1710962965,484523364,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09660975548771757,0.02323093936168074,-0.0006326428895125425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16689358631148934,-0.13093343845568597,9.769191697239876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.4961505,84160,1710962965,495487772,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10428783200274094,0.03956004292587973,7.383166306765978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13882664968259634,-0.12622515991330147,9.845534698963165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5047507,84161,1710962965,504072617,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08350068623931718,0.04881054545583757,-0.0035291573583633314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12314786167815328,-0.09159467803314329,9.838961259126664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5157623,84162,1710962965,515020351,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049105511352509866,0.07618427532270496,0.0013254741299210141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037535515660420064,-0.19819057054817676,9.78199417591095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5241106,84163,1710962965,523439101,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03160834741479672,0.06000523048295892,0.005046359451158498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006858666330808774,-0.1758620091341436,9.969376387596132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.535254,84164,1710962965,534593489,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015700382205399026,0.04494423476428779,0.02150984237889261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13415174595080318,-0.043929208433255554,9.690568281412125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5456722,84165,1710962965,545072969,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02301747659733788,0.03939599220273085,0.014371604221287795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20189319195225836,-0.11907075352035464,9.698600601553917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5566063,84166,1710962965,555991610,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022450445908773375,0.029378049870396238,-0.006848065430746013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14704586145468057,-0.06658632854931057,9.901645749807358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5659673,84167,1710962965,565282563,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03533859970296788,-0.0012482250333289275,0.00422221538358338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460049014678225,-0.18436899527907372,9.865707592964172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.576838,84168,1710962965,576216521,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05246158534633569,-0.014801702656740991,-0.00486636565172602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635034557431936,-0.26340469462797045,9.835910181999207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5857546,84169,1710962965,585203335,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05601333510125509,-0.04899451579170241,0.003747241903539374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10030458083376288,-0.17324327878654003,9.688836336135864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.5948186,84170,1710962965,594038991,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07765503100183643,-0.05785162365557432,0.020932383750184764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11551635903306307,-0.0687888239370659,9.898516319990158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6060593,84171,1710962965,605275585,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09188885304711816,-0.07163280818408345,0.012821273080725289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12201521946117283,-0.1196099490299821,9.785791357755661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6168168,84172,1710962965,616141423,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10111915300349424,-0.021477341410620635,0.007724178330206181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071017385115847,-0.19080988604575397,9.836399009227753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6254976,84173,1710962965,624524451,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0980454905985145,-0.0035266557034292034,0.020101596083972332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18224238121882083,-0.16592532394453885,9.639839007854462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6365542,84174,1710962965,635858490,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09476494218872765,0.005329796252994538,0.023981542992541165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015627877227962,-0.17369144959375263,9.674384357929231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6452231,84175,1710962965,644551503,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0689102128286142,0.05117795834567432,0.022556968191187344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15847500275820495,-0.10552338525652886,9.781164456009865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.655949,84176,1710962965,655220561,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05271672450114368,0.07612521972553245,0.03726450625715071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02796645816648379,-0.17446110762655737,9.766444675326348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.6643603,84177,1710962965,663612040,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023211184115938314,0.08380675834997295,0.044776950797127985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01616188107873313,-0.21617068558931352,9.897427568435669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710962965.674883,84178,1710962965,674266017,crazy08/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03694009994686544,0.10466755716229421,0.042017761943805375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648671015352011,-0.21706576639786362,9.707655014991762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
